Group ID,Segment ID,Text,Length,Group Tagging,Relative Loc Tgging,Expected Beginning,Expected Middle,Expected End,"Expected Standalone
",Beginning Score,Beginning Correct,End Score,End Correct
96,3998,Ok. I can help u with that,26,1,0,1,0,1,1,42.458333333333336,1,2.3868471953578334,1
97,4003,Senior tickets (ages 62 and older) for DIRTY BLONDE are $16 both online and at the door.,88,0,0,1,0,1,1,9.222222222222221,1,12.312931923179718,1
97,4004,All ticket prices can be found on our TICKETS link at www.buckcreekplayers.com.,79,1,0,1,0,1,1,8.041764429845143,1,12.312931923179718,1
98,4010,"Angelina, Ava, Pink Rose Shift, Floral Jacquard, Summer Dot, Summer Tiered,",75,0,0,1,0,1,1,0,0,-2.399596278743198,0
98,4011,The Cleo Jummper is a beautiful alternative to a dress for summer.,66,1,0,1,0,1,1,7.825841603424791,1,12.312931923179718,1
99,4093,"They are both very similar. The big difference is the scent. The main ingredient in La Flora is Barbary Fig Seed Oil with is wonderful for breakout prone  skin, however the addition of the cactus flower gives it the most beautiful scent and some added antioxidants and vitamins.",278,0,0,1,0,1,1,8.340834505391467,1,12.312931923179718,1
99,4094,La Flora is also a limited edition product so if it's something your considering you may want to grab one now. Hope this helps! Let me know if you have a dditional questions.,174,1,0,1,0,1,1,3.081081081081081,0,12.312931923179718,1
total valid sentences: 218
correct beginning segments: 214
beginning precision: 0.981651376147
correct end segments: 194
end precision: 0.889908256881
